Date,Location,P1,P2,OT Character,RCS Character,Team,P3 Color,P3 Character,P4 Color,P4 Character,Match,Result,Wanted Form,Form,Stage,Common Notes,,,,,,,,Other Notes
,,,,,Inkling,7484,Black,Marth,Red,Cloud,10863,2,Small Battlefield,Omega,Town and City,Good,,,,,,,,
,,,,,Inkling,,,,,,10864,3,Small Battlefield,Omega,Pac-Land,,,,,,,,,
,,,,,Inkling,7485,,Terry,Black,Peach,10865,4,Small Battlefield,Battlefield,Summit,SB,AT,PB,I,,,,,
,,,,,Inkling,7486,,Ken,,Yoshi,10866,2,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Inkling,,,,,,10867,1,Small Battlefield,Small Battlefield,Small Battlefield,,Chop,,,,,,,
,,,,,Captain Falcon,7487,,Ganondorf,Gold,Captain Falcon,10868,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Captain Falcon,7488,Yellow F,Wii Fit Trainer,White,Pac-Man,10869,4,Small Battlefield,Battlefield,Corneria,,,,,,,,,
,,,,,Captain Falcon,7489,Teal,King K. Rool,Gray,Bowser,10870,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Captain Falcon,7490,Brown,Ganondorf,Navy,Link,10871,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Captain Falcon,,,,,,10872,4,Small Battlefield,Omega,Mushroomy Kingdom,,,,,,,,,
,,,,,Captain Falcon,7491,Red,Dr. Mario,Purple,Lucas,10873,1,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Captain Falcon,7492,Red,Bowser,Red,Hero,10874,-4,Small Battlefield,Omega,Green Hill Zone,Good,,,,,,,,
,,,,,Captain Falcon,,,,,,10875,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Captain Falcon,,,,,,10876,-2,Small Battlefield,Omega,Green Greens,,,,,,,,,
,,,,,Captain Falcon,,,,,,10877,-3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Captain Falcon,7493,Gray,King K. Rool,White,Dark Pit,10878,-3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pokemon Trainer,7494,Blue,Ness,Cyan,Villager,10879,1 out of 4,Small Battlefield,Omega,Arena Ferox,,,,,,,,,
,,,,,Pokemon Trainer,,,,,,10880,2 out of 4,Small Battlefield,Omega,Windy Hill Zone,,,,,,,,,
,,,,,Pokemon Trainer,7495,Purple,Piranha Plant,Black,Peach,10881,2,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Pokemon Trainer,,,,,,10882,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Cloud,7496,Green,Inkling,Blonde,Pit,10883,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Cloud,,,,,,10884,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Cloud,7497,Black,Donkey Kong,Pink,Robin,10885,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Cloud,7498,Green,Kirby,Yellow,Kirby,10886,1,Small Battlefield,No Hazards,Mushroom Kingdom 2,SM,,,,,,,,
,,,,,Palutena,7499,Game Boy,King Dedede,Teal,King K. Rool,10887,2,Small Battlefield,Omega,Jungle Japes,,,,,,,,,
,,,,,Palutena,7500,White,Donkey Kong,Green,Kirby,10888,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,,,,,,10889,2,Small Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,Mii Swordfighter,7501,Dark,Mewtwo,Black,Zelda,10890,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Swordfighter,7502,Red,Hero,,Byleth,10891,5,Small Battlefield,Omega,75m,SM,SB,AT,I,,,,,
,,,,,Mii Swordfighter,,,,,,10892,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Swordfighter,7503,White,Pokemon Trainer,,Mewtwo,10893,2,Small Battlefield,Omega,Norfair,Chop,,,,,,,,
,,,,,Mii Swordfighter,7504,,King Dedede,,King K. Rool,10894,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Swordfighter,,,,,,10895,4,Small Battlefield,Omega,Windy Hill Zone,,,,,,,,,
,,,,,Mii Swordfighter,,,,,,10896,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Swordfighter,,,,,,10897,5,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Swordfighter,7505,Black,Ike,Blue,Cloud,10898,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Swordfighter,7506,,Ganondorf,Radiant Dawn,Ike,10899,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Swordfighter,7507,Gray,King K. Rool,Red,Hero,10900,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Bowser,7508,,Banjo & Kazooie,Red F,Wii Fit Trainer,10901,2,Small Battlefield,Battlefield,Corneria,,,,,,,,,
,,,,,Bowser,7509,Belch,Ness,Gray,Bowser,10902,4,Small Battlefield,Omega,New Pork City,,,,,,,,,
,,,,,Bowser,7510,Black,King Dedede,Red,Palutena,10903,6,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Bowser,7511,Aqua,Mewtwo,Blue,Yoshi,10904,6,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Bowser,7512,Craft,Yoshi,Blonde,Pit,10905,2,Small Battlefield,Omega,Mushroomy Kingdom,Chop,,,,,,,,
,,,,,Bowser,,,,,,10906,-1,Small Battlefield,Omega,Umbra Clock Tower,Chop,,,,,,,,
,,,,,Bowser,7513,Sunhat,Jigglypuff,,Isabelle,10907,1,Small Battlefield,Battlefield,Battlefield,Good,,,,,,,,
,,,,,Bowser,,,,,,10908,-3,Small Battlefield,Battlefield,Tortimer Island,,,,,,,,,
2020-08-15,Ann Arbor,OT,RCS,,Dr. Mario,7514,Red/Green,Lucina,Aqua,Roy,10909,4,Small Battlefield,Omega,Moray Towers,,,,,,,,,
,,,,,Dr. Mario,7515,Red,Palutena,White F,Corrin,10910,5,Small Battlefield,Small Battlefield,Small Battlefield,0.3s,,,,,,,,
,,,,,Dr. Mario,7516,,Wolf,Aqua,Falco,10911,3,Battlefield,Battlefield,Reset Bomb Forest,,,,,,,,,
,,,,,Dr. Mario,7517,Green,Banjo & Kazooie,Belch,Ness,10912,2,Battlefield,Battlefield,Smashville,,,,,,,,,
,,,,,Dr. Mario,7518,Pink,R.O.B.,Blue,Hero,10913,3,Battlefield,Omega,Yggdrasil's Altar,,,,,,,,,
,,,,,Dr. Mario,,,,,,10914,4,Battlefield,Omega,75m,,,,,,,,,
,,,,,Dr. Mario,7519,Cyan,King Dedede,Blue,Kirby,10915,-1,Battlefield,Omega,Brinstar Depths,,,,,,,,,
,,,,,Dr. Mario,,,,,,10916,-1,Battlefield,Omega,Pilotwings,,,,,,,,,
,,,,,Dr. Mario,7520,Green,Donkey Kong,Red,Zelda,10917,2,Battlefield,Battlefield,Wily Castle,,,,,,,,,
,,,,,Dr. Mario,,,,,,10918,4,Battlefield,Omega,Mushroom Kingdom 2,,,,,,,,,
,,,,,Hero,7521,Aqua,Min Min,Brown,Palutena,10919,2,Battlefield,Battlefield,Umbra Clock Tower,,,,,,,,,
,,,,,Hero,7522,,Captain Falcon,Teal,King K. Rool,10920,5,Battlefield,Battlefield,Dracula's Castle,,,,,,,,,
,,,,,Hero,,,,,,10921,2,Battlefield,Omega,Pirate Ship,,,,,,,,,
,,,,,Hero,7523,Aqua,Min Min,,Little Mac,10922,5,Battlefield,Battlefield,Hyrule Castle,,,,,,,,,
,,,,,Hero,,,,,,10923,4,Battlefield,Battlefield,Gaur Plain,,,,,,,,,
,,,,,Pichu,,,,,,10924,4,Battlefield,Omega,Hyrule Temple,,,,,,,,,
,,,,,Pichu,,,,,,10925,3,Battlefield,Battlefield,Jungle Japes,,,,,,,,,
,,,,,Pichu,7524,Orange,Terry,Gray,Captain Falcon,10926,3,Battlefield,Omega,Princess Peach's Castle,,,,,,,,,
,,,,,Pichu,7525,,King Dedede,,Roy,10927,3,Battlefield,Battlefield,Golden Plains,,,,,,,,,
,,,,,Pichu,,,,,,10928,3,Battlefield,Omega,Midgar,,,,,,,,,
,,,,,Link,7526,Blue,Hero,Navy,Hero,10929,5,Battlefield,Omega,Pokemon Stadium 2,,,,,,,,,
,,,,,Link,,,,,,10930,4,Battlefield,Battlefield,Pokemon Stadium,,,,,,,,,
,,,,,Link,,,,,,10931,5,Battlefield,Omega,Dream Land 64,,,,,,,,,
,,,,,Link,7527,Gray,Dark Samus,Green,Palutena,10932,3,Battlefield,Battlefield,Spirit Train,,,,,,,,,
,,,,,Link,7528,Indigo,Meta Knight,,Ganondorf,10933,1 out of 4,Battlefield,Battlefield,Dream Land GB,3m2s,,,,,,,,
,,,,,Link,7529,Red,Duck Hunt,Blue,Mr. Game & Watch,10934,2,Battlefield,Battlefield,Umbra Clock Tower,Good,,,,,,,,
,,,,,Link,7530,White,Dark Pit,White,Samus,10935,5,Battlefield,Battlefield,Wily Castle,,,,,,,,,
,,,,,Zelda,7531,Blue,Ridley,Yellow,Banjo & Kazooie,10936,3,Battlefield,Battlefield,Duck Hunt,,,,,,,,,
,,,,,Zelda,,,,,,10937,2,Battlefield,Omega,New Donk City Hall,,,,,,,,,
,,,,,Zelda,,,,,,10938,3,Battlefield,Battlefield,Fourside,,,,,,,,,
,,,,,Zelda,7532,Red,Joker,Black,Ken,10939,5,Battlefield,Battlefield,Onett,,,,,,,,,
,,,,,Zelda,7533,Gray,Bowser,Black,Peach,10940,5,Battlefield,Small Battlefield,Small Battlefield,SM,,,,,,,,
,,,,,Zelda,7534,Blue,Ganondorf,Gray,King K. Rool,10941,6,Battlefield,Omega,Great Bay,,,,,,,,,
,,,,,Zelda,7535,Black,King Dedede,Black,Zero Suit Samus,10942,3,Battlefield,Regular,Smashville,SB,AT,I,DD,,,,,
,,,,,Corrin,7536,Purple,Ridley,Blue,Joker,10943,-3,Battlefield,Omega,Big Blue,,,,,,,,,
,,,,,Corrin,7537,Blue,Hero,Green,Lucas,10944,2,Battlefield,Battlefield,Shadow Moses Island,,,,,,,,,
,,,,,Corrin,7538,Yellow,Ness,Black,King Dedede,10945,3,Battlefield,Omega,Kongo Jungle 64,,,,,,,,,
,,,,,Corrin,,,,,,10946,2,Battlefield,Omega,Living Room,,,,,,,,,
,,,,,Corrin,,,,,,10947,6,Battlefield,Battlefield,Delfino Plaza,,,,,,,,,
,,,,,Ryu,7539,Blue,Min Min,,Min Min,10948,4,Battlefield,Battlefield,Skyworld,,,,,,,,,
,,,,,Ryu,7540,Black,Lucina,Black,Mega Man,10949,4,Battlefield,Battlefield,Mario Bros.,,,,,,,,,
,,,,,Ryu,,,,,,10950,-2,Battlefield,Omega,Big Blue,,,,,,,,,
,,,,,Ryu,,,,,,10951,2,Battlefield,Omega,The Great Cave Offensive,,,,,,,,,
,,,,,Ryu,7541,Red M,Wii Fit Trainer,Black,Falco,10952,3,Battlefield,Battlefield,Halberd,,,,,,,,,
,,,,,Ryu,7542,Pink,Donkey Kong,Red,Byleth,10953,3,Battlefield,Battlefield,Arena Ferox,,,,,,,,,
,,,,,Ryu,7543,,Young Link,Yellow,Kirby,10954,2,Battlefield,Battlefield,Garden of Hope,,,,,,,,,
,,,,,Ryu,7544,,Donkey Kong,,Pikachu,10955,3,Battlefield,Omega,New Pork City,Good,,,,,,,,
,,,,,Ryu,7545,Luigi,Mii Brawler,,Luigi,10956,4,Battlefield,Battlefield,Skyloft,,,,,,,,,
,,,,,Roy,7546,Gray,Captain Falcon,Builder,Mario,10957,4,Battlefield,Battlefield,Yoshi's Story,,,,,,,,,
,,,,,Roy,,,,,,10958,3,Battlefield,Battlefield,Garden of Hope,,,,,,,,,
,,,,,Roy,,,,,,10959,3,Battlefield,Omega,Delfino Plaza,,,,,,,,,
,,,,,Roy,7547,,Terry,Pink,King K. Rool,10960,4,Battlefield,Battlefield,Wii Fit Studio,,,,,,,,,
,,,,,Roy,,,,,,10961,5,Battlefield,Battlefield,Brinstar,3m3s,,,,,,,,
,,,,,Roy,7548,Brown,Palutena,Green,Inkling,10962,3,Battlefield,Battlefield,Mushroom Kingdom U,,,,,,,,,
,,,,,Roy,,,,,,10963,2,Battlefield,Omega,Brinstar Depths,,,,,,,,,
2020-08-18,Ann Arbor,OT,RCS,,Mii Brawler,7549,Red,Captain Falcon,Brown,Palutena,10964,2 out of 4,Battlefield,Omega,Great Plateau Tower,,,,,,,,,
,,,,,Mii Brawler,,,,,,10965,4 out of 4,Battlefield,Omega,Pac-Land,,,,,,,,,
,,,,,Mii Brawler,7550,Teal,Snake,Blue M,Wii Fit Trainer,10966,1,Battlefield,Battlefield,Port Town Aero Dive,Good,Chop,,,,,,,
,,,,,Mii Brawler,7551,,Mario,Blue M,Wii Fit Trainer,10967,4,Battlefield,Omega,Great Bay,Good,,,,,,,,
,,,,,Mii Brawler,7552,,Donkey Kong,,Pikachu,10968,2,Battlefield,Omega,Duck Hunt,Good,,,,,,,,
,,,,,Mii Brawler,7553,Red,Bowser,Roy,Bowser Jr.,10969,2,Battlefield,Omega,Kongo Jungle 64,Good,,,,,,,,
,,,,,Mii Brawler,,,,,,10970,2,Battlefield,Omega,Yoshi's Island 64,,,,,,,,,
,,,,,Mii Brawler,7554,,Bowser,,Falco,10971,1,Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Mii Brawler,,,,,,10972,3,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mii Brawler,7555,Black F,Robin,Cyan,King Dedede,10973,4,Battlefield,Battlefield,Town and City,,,,,,,,,
,,,,,Mii Brawler,7556,Pink,Corrin,,Wolf,10974,5,Battlefield,Battlefield,Wii Fit Studio,,,,,,,,,
,,,,,Mii Brawler,,,,,,10975,3,Battlefield,Omega,Mushroom Kingdom U,,,,,,,,,
,,,,,Mii Brawler,7557,Blue,Ike,Purple,Yoshi,10976,2,Battlefield,Battlefield,Mushroom Kingdom 2,,,,,,,,,
,,,,,Mii Brawler,,,,,,10977,3 out of 4,Battlefield,Omega,Suzaku Castle,,,,,,,,,
,,,,,Mii Brawler,7558,,Kirby,,Terry,10978,5,Battlefield,Battlefield,Yoshi's Story,,,,,,,,,
,,,,,Mii Brawler,7559,Beagle,Duck Hunt,,Sonic,10979,4,Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Mii Brawler,7560,,Jigglypuff,White,Link,10980,6,Battlefield,Battlefield,Big Blue,CPU,,,,,,,,Opponents never moved
,,,,,Mii Brawler,7561,Blue,Min Min,Green,Zelda,10981,-3,Battlefield,Omega,Skyworld,,,,,,,,,
,,,,,Mii Brawler,7562,Purple,Ganondorf,Purple,Sheik,10982,3,Battlefield,Battlefield,Brinstar Depths,,,,,,,,,
,,,,,Mii Brawler,7563,Green,Captain Falcon,Red,Captain Falcon,10983,-4,Battlefield,Battlefield,Smashville,Good,,,,,,,,
,,,,,Mii Brawler,7564,Blue,Corrin,Morton,Bowser Jr.,10984,4,Battlefield,Battlefield,Gamer,,,,,,,,,
,,,,,Ike,7565,Blue,Hero,,Kirby,10985,5,Battlefield,Omega,3D Land,,,,,,,,,
,,,,,Ike,7566,,Captain Falcon,Gray,Captain Falcon,10986,1,Battlefield,Battlefield,Dream Land 64,Good,,,,,,,,
,,,,,Ike,,,,,,10987,-4,Battlefield,Omega,Yoshi's Story,,,,,,,,,
,,,,,Ike,7567,Blue,Luigi,,Hero,10988,3 out of 4,Battlefield,Omega,New Donk City Hall,,,,,,,,,
,,,,,Ike,7568,,Roy,Blue,Ganondorf,10989,2,Battlefield,Omega,Rainbow Cruise,,,,,,,,,
,,,,,Ike,7569,Purple,Samus,,Mario,10990,4,Battlefield,Omega,Mario Bros.,,,,,,,,,
,,,,,Ike,,,,,,10991,2,Battlefield,Battlefield,Venom,,,,,,,,,
,,,,,Mr. Game & Watch,7570,,King Dedede,Blue,Zelda,10992,4,Battlefield,Battlefield,Hanenbow,,,,,,,,,
,,,,,Mr. Game & Watch,7571,Gold,Richter,White,Joker,10993,4,Battlefield,Battlefield,Yggdrasil's Altar,,,,,,,,,
,,,,,Mr. Game & Watch,7572,Green,Palutena,Lime F,Byleth,10994,6,Battlefield,Battlefield,Garden of Hope,,,,,,,,,
,,,,,Mr. Game & Watch,7573,Gold,King K. Rool,,King Dedede,10995,2,Battlefield,Omega,Spiral Mountain,,,,,,,,,
,,,,,Mr. Game & Watch,7574,Bow,Jigglypuff,Gray,King K. Rool,10996,4,Battlefield,Omega,The Great Cave Offensive,,,,,,,,,
,,,,,Mr. Game & Watch,7575,,King K. Rool,,Corrin,10997,3,Battlefield,Battlefield,Umbra Clock Tower,,,,,,,,,
,,,,,Mr. Game & Watch,,,,,,10998,3,Battlefield,Battlefield,Jungle Japes,,,,,,,,,
,,,,,Mr. Game & Watch,7576,Pink,Donkey Kong,Black,King Dedede,10999,3,Battlefield,Battlefield,Magicant,,,,,,,,,
,,,,,Duck Hunt,,,,,,11000,4,Battlefield,Battlefield,Tortimer Island,,,,,,,,,
,,,,,Mr. Game & Watch,7577,White,Pokemon Trainer,Blue,Zelda,11001,3,Battlefield,Battlefield,Dracula's Castle,Chop,,,,,,,,
,,,,,Duck Hunt,7578,Green,Banjo & Kazooie,Black/Red,Dark Pit,11002,2,Battlefield,Battlefield,Castle Siege,,,,,,,,,
,,,,,Duck Hunt,7579,,King K. Rool,Red,R.O.B.,11003,2,Battlefield,Battlefield,Garden of Hope,Good,,,,,,,,
,,,,,Duck Hunt,7580,Saturn,Ness,Blue,Ike,11004,6,Battlefield,Battlefield,Reset Bomb Forest,,,,,,,,,
,,,,,Duck Hunt,,,,,,11005,2,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Duck Hunt,7581,Black,Donkey Kong,Black,Ike,11006,1,Battlefield,Battlefield,Mushroom Kingdom,Good,,,,,,,,
,,,,,Duck Hunt,7582,,Ganondorf,Blue,Little Mac,11007,1 out of 4,Battlefield,Omega,Yoshi's Island 64,,,,,,,,,
,,,,,Duck Hunt,7583,,Hero,,Bowser,11008,5,Battlefield,No Hazards,Skyworld,,,,,,,,,
,,,,,Duck Hunt,7584,,Sonic,Wedding,Mario,11009,3,Battlefield,Battlefield,Arena Ferox,Good,,,,,,,,
,,,,,Duck Hunt,7585,Green,Corrin,Green,Donkey Kong,11010,3,Battlefield,Battlefield,Gamer,,,,,,,,,
,,,,,Duck Hunt,,,,,,11011,4,Battlefield,Battlefield,Tomodachi Life,,,,,,,,,
,,,,,Bowser,7586,Blue,Little Mac,Purple,Piranha Plant,11012,2,Battlefield,No Hazards,Great Plateau Tower,,,,,,,,,
,,,,,Bowser,,,,,,11013,5,Battlefield,No Hazards,Spiral Mountain,,,,,,,,,
,,,,,Bowser,7587,White,Pokemon Trainer,Aqua,Lucario,11014,3,Battlefield,Battlefield,Prism Tower,,,,,,,,,
,,,,,Bowser,7588,Green,Terry,Pink,Dark Samus,11015,4,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Bowser,7589,,King K. Rool,,Kirby,11016,3,Battlefield,Omega,Pilotwings,,,,,,,,,
,,,,,Bowser,7590,,Corrin,Pink,Young Link,11017,4,Battlefield,Battlefield,New Donk City Hall,,,,,,,,,
,,,,,Bowser,,,,,,11018,5,Battlefield,Battlefield,Great Plateau Tower,,,,,,,,,
,,,,,Bowser,7591,,Ness,Black,Mega Man,11019,4,Battlefield,Battlefield,Spring Stadium,,,,,,,,,
,,,,,Bowser,7592,Black,King Dedede,Black,Banjo & Kazooie,11020,2,Battlefield,Battlefield,Pac-Land,Good,,,,,,,,
,,,,,Bowser,,,,,,11021,3,Battlefield,Battlefield,Hyrule Castle,,,,,,,,,
,,,,,Bowser,7593,Red/White,Bayonetta,Purple,Mario,11022,2,Battlefield,Battlefield,Great Plateau Tower,,,,,,,,,
,,,,,Bowser,7594,Gray,Lucas,Aqua,Mr. Game & Watch,11023,4,Battlefield,Battlefield,Skyworld,Good,,,,,,,,
,,,,,Bowser,,,,,,11024,5,Battlefield,Battlefield,Midgar,,,,,,,,,
,,,,,Bowser,7595,White,Robin,Teal,King K. Rool,11025,2,Battlefield,Battlefield,Frigate Orpheon,Good,,,,,,,,
,,,,,Bowser,,,,,,11026,-2,Battlefield,Battlefield,Mushroom Kingdom,,,,,,,,,
,,,,,Bowser,7596,Gold,Marth,Red,Duck Hunt,11027,3,Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Bowser,,,,,,11028,3,Battlefield,Battlefield,Castle Siege,,,,,,,,,
,,,,,Bowser,,,,,,11029,2,Battlefield,Battlefield,Delfino Plaza,,,,,,,,,
,,,,,Bowser,,,,,,11030,4,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Bowser,,,,,,11031,2,Battlefield,Battlefield,Magicant,,,,,,,,,
2020-08-24,Livonia,JP4,RCS,,Captain Falcon,7597,Blue/Gray,Richter,Morton,Bowser Jr.,11032,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Captain Falcon,7598,Red,Young Link,Black,Mario,11033,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Captain Falcon,7599,Gold,Captain Falcon,White,Donkey Kong,11034,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Captain Falcon,7600,Aqua,Roy,Pink,Shulk,11035,5,Small Battlefield,Omega,Green Hill Zone,,,,,,,,,
,,,,,Captain Falcon,7601,Yellow,Isabelle,,Jigglypuff,11036,3 out of 4,Small Battlefield,Regular,Castle Siege,,,,,,,,,
,,,,,Meta Knight,7602,Dark,Meta Knight,Dark,Kirby,11037,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Meta Knight,7603,White,Donkey Kong,Black,Sonic,11038,2,Small Battlefield,Omega,Unova Pokemon League,,,,,,,,,
,,,,,Yoshi,7604,Pink,Samus,,Mewtwo,11039,2,Small Battlefield,Battlefield,Distant Planet,SM,,,,,,,,
,,,,,Yoshi,7605,Red,Yoshi,Craft,Yoshi,11040,-1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dark Samus,7606,Blue,Bowser,Gold,Captain Falcon,11041,2,Small Battlefield,Omega,Pictochat,,,,,,,,,
,,,,,Samus,7607,Red,Byleth,Olive,Chrom,11042,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Samus,7608,Blue,Ike,Blue,Dark Pit,11043,6,Small Battlefield,Battlefield,Peach's Castle,AT,I,DD,,,,,,
,,,,,Samus,7609,,Cloud,Pink,Robin,11044,4,Small Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,Samus,7610,,Ganondorf,,Bowser,11045,-4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Samus,7611,Black,King Dedede,Green,Robin,11046,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Samus,7612,White,Robin,White,Donkey Kong,11047,-4,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Ganondorf,7613,White,Ness,Saturn,Ness,11048,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Ganondorf,7614,,Kirby,,Villager,11049,1,Small Battlefield,Regular,Jungle Japes,0.25s,Chop,,,,,,,
,,,,,Ganondorf,7615,Pink,Villager,,Luigi,11050,6,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Ganondorf,7616,Purple,King Dedede,,Robin,11051,1,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Palutena,7617,,Ike,,Byleth,11052,-2,Small Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Palutena,7618,Purple,Ganondorf,Red,Captain Falcon,11053,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7619,White,Ganondorf,Red,Cloud,11054,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7620,,Ike,Sunhat,Jigglypuff,11055,4 to 1 at time,Small Battlefield,Small Battlefield,Small Battlefield,3m3s,,,,,,,,
,,,,,Palutena,7621,Gray,Lucas,Green,Lucas,11056,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7622,Red,Hero,Wire,Little Mac,11057,-1,Small Battlefield,Regular,Lylat Cruise,Chop,,,,,,,,
,,,,,Pikachu,7623,Builder,Mario,Black,Lucina,11058,-2,Small Battlefield,Omega,Venom,,,,,,,,,
,,,,,Pikachu,7624,Black,Peach,Black,Daisy,11059,6,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Pikachu,7625,Matt/T-Shirt,Mii Brawler,,Incineroar,11060,4,Small Battlefield,Omega,Peach's Castle,,,,,,,,,
,,,,,Pikachu,7626,Orange,Incineroar,Black,Mario,11061,2,Small Battlefield,No Hazards,Pilotwings,,,,,,,,,
,,,,,Pikachu,7627,,Mr. Game & Watch,,Zero Suit Samus,11062,-2,Small Battlefield,No Hazards,Yoshi's Island 64,,,,,,,,,
2020-08-25,Livonia,JP4,RCS,,Donkey Kong,7628,Gray,Incineroar,Black,Dark Samus,11063,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Donkey Kong,7629,Black,Banjo & Kazooie,Gray,King K. Rool,11064,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Donkey Kong,7630,,Kirby,Gold,Ike,11065,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Wario,7631,Pink,Hero,Blue,Hero,11066,3,Small Battlefield,Battlefield,Windy Hill Zone,3m3s,SM,,,,,,,
,,,,,Wario,7632,Gray,Bayonetta,Aqua,Roy,11067,6,Small Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,Wario,7633,Blue,Bayonetta,,Rosalina & Luma,11068,1,Small Battlefield,Omega,Pokemon Stadium,Chop,,,,,,,,
,,,,,Villager,7634,Red,Daisy,Yellow F,Wii Fit Trainer,11069,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Villager,7635,Cyan,Villager,White,Mr. Game & Watch,11070,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Villager,7636,Black,Donkey Kong,White,Donkey Kong,11071,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7637,,King K. Rool,Red,Peach,11072,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7638,Brown,Bowser,,Bowser,11073,2,Small Battlefield,Omega,Mario Bros.,Good,,,,,,,,
,,,,,Palutena,7639,Fire,Luigi,,Mario,11074,-3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,7640,Dalmation,Duck Hunt,,Ice Climbers,11075,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Banjo & Kazooie,7641,,Falco,Green,Donkey Kong,11076,-3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
